activity_multiplier,animal_residue_pct,battery_level_percent,battery_maintenance_event,bin_index,collection_delay_minutes,collection_event,collection_threshold_percent,college_calendar_closed,date_index,day_of_week,dominant_waste_code,event_code,fill_level_percent,fish_meat_pct,friday_effect_active,green_other_pct,gross_waste_generation_kg,holiday_code,hour,hours_since_last_collection,humidity_percent,informal_recovery_kg,institution_status_code,is_collection_due,is_durga_puja_school_break,is_eid_day,is_eid_fitr_day,is_eid_fitr_period,is_eid_period,is_friday_prayer_window,is_packet_loss,is_public_holiday,is_ramadan,is_sensor_anomaly,is_special_working_day,is_weekend,metal_glass_pct,needs_collection,office_calendar_closed,organic_food_pct,overflow_kg,paper_cardboard_pct,plastic_pct,predicted_fill_level_percent,predicted_overflow_kg_4h,rainfall_mm_hour,school_calendar_closed,season_code,sensor_error_code,temperature_c,textile_pct,time_slot_code,timestamp_unix,true_fill_level_percent,waste_bulk_density_kg_m3,waste_entering_bin_kg,waste_volume_liter,weather_code
0.8924,2,96.6858,0,81,0,0,75,0,0,2,0,0,9.22426,6,0,10,1.0673,0,0,1.00091,74.4725,0.0246126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,0,8,15,11.7167,0,0,0,0,0,14.0647,3,0,1735668000,8.74491,246.704,1.04269,4.22648,0
0.6984,1,99.8377,0,82,0,0,80,0,0,2,0,0,20.6922,3,0,12,0.430998,0,0,3.79439,73.9716,0.02119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,31,0,15,24,17.7892,0,0,0,0,0,13.7832,7,0,1735668000,21.512,226.997,0.409808,1.80535,0
0.8924,2,97.8526,0,83,0,0,80,0,0,2,0,0,17.6646,4,0,12,0.411597,0,0,2.76167,74.6331,0.0236968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,11,16,20.8411,0,0,0,0,0,13.4086,4,0,1735668000,19.6993,231.472,0.3879,1.6758,0
0.2134,2,97.1321,0,84,0,0,80,0,0,2,4,0,17.2724,3,0,18,0.119103,0,0,2.92606,74.0201,0.0121325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,27,15,16.3386,0,0,0,0,0,13.9346,5,0,1735668000,17.6639,213.799,0.10697,0.500331,0
0.5335,0,98.5058,0,85,0,0,75,0,0,2,3,0,13.8779,1,0,12,0.6705,0,0,1.06774,76.3036,0.0253789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,14,38,23.9039,0,0,0,0,0,14.5468,0,0,1735668000,15.4762,189.583,0.645121,3.40283,0
0.1746,3,99.1879,0,86,0,0,85,0,0,2,4,0,6.12174,0,0,15,0.0598469,0,0,8.29647,73.6796,0.00540251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,28,19,5.82421,0,0,0,0,0,14.1732,4,0,1735668000,7.65685,200.476,0.0544444,0.271575,0
0.8924,2,95.7892,0,87,0,0,80,0,0,2,0,0,20.1373,6,0,8,0.471594,0,0,3.54764,73.7814,0.0238968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,45,0,14,18,21.1815,0,0,0,0,0,13.711,3,0,1735668000,18.1336,241.435,0.447697,1.85432,0
0.6984,1,98.6526,0,88,0,0,85,0,0,2,0,0,23.4551,5,0,11,0.29099,0,0,4.73141,74.2972,0.0270313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,32,0,15,21,21.1448,0,0,0,0,0,14.0945,8,0,1735668000,20.4354,237.361,0.263958,1.11206,0
0.97,3,96.6291,0,89,0,0,72,0,0,2,0,0,9.83009,4,0,9,1.52856,0,0,4.88653,71.7077,0.0592037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,0,7,11,16.6421,0,0,0,0,0,13.1998,5,0,1735668000,9.5554,252.543,1.46935,5.81822,0
0.8924,1,95.3978,0,90,0,0,75,0,0,2,0,0,24.9443,5,0,10,3.75003,0,0,2.7622,74.4276,0.145192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,0,9,14,46.9651,0,0,0,0,0,13.239,5,0,1735668000,23.9314,239.926,3.60484,15.0248,0
0.2134,0,99.905,0,91,0,0,80,0,0,2,0,0,12.0459,3,0,21,0.116107,0,0,1.48563,73.0275,0.010191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,25,16,10.6263,0,0,0,0,0,13.8011,5,0,1735668000,11.4084,199.439,0.105916,0.531067,0
0.2134,0,98.5036,0,92,0,0,80,0,0,2,4,0,9.49278,0,0,18,0.128598,0,0,7.70643,73.7163,0.00868694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,30,20,8.27873,0,0,0,0,0,14.9026,4,0,1735668000,8.42531,182.965,0.119911,0.655373,0
0.2134,0,96.8915,0,93,0,0,80,0,0,2,4,0,10.5629,0,0,21,0.10974,0,0,1.92254,74.5702,0.00785395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,28,17,12.3114,0,0,0,0,0,15.4656,6,0,1735668000,10.7056,178.404,0.101886,0.571098,0
0.7663,1,95.8103,0,94,0,0,75,0,0,2,0,0,18.4806,7,0,14,0.676434,0,0,4.16956,73.7415,0.0158044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,34,0,10,20,13.543,0,0,0,0,0,14.1688,6,0,1735668000,14.8545,257.87,0.66063,2.56187,0
0.2134,4,97.4513,0,95,0,0,80,0,0,2,0,0,19.6897,2,0,12,0.194428,0,0,1.48086,74.6672,0.00973542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,22,24,22.1541,0,0,0,0,0,14.5876,5,0,1735668000,20.5553,210.385,0.184693,0.877881,0
0.8924,1,98.7929,0,96,0,0,80,0,0,2,0,0,18.973,5,0,12,0.509182,0,0,5.32765,76.6079,0.0154696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,45,0,11,16,20.4452,0,0,0,0,0,14.1474,6,0,1735668000,18.6732,233.701,0.493712,2.11258,0
0.8924,3,98.5703,0,97,0,0,80,0,0,2,0,0,17.9083,6,0,7,0.841401,0,0,3.47794,78.441,0.0172882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,46,0,13,17,18.7081,0,0,0,0,0,14.1716,6,0,1735668000,16.3098,228.682,0.824113,3.60375,0
0.5626,1,96.5827,0,98,0,0,80,0,0,2,0,0,17.8279,9,0,5,0.603095,0,0,4.2444,73.7092,0.0345585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,0,7,14,18.1853,0,0,0,0,0,14.4828,2,0,1735668000,17.0431,258.243,0.568537,2.20156,0
0.8924,0,98.9678,0,99,0,0,80,0,0,2,0,0,18.5399,5,0,11,0.43945,0,0,2.9132,73.5522,0.0141099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,46,0,9,19,21.1998,0,0,0,0,0,13.7787,5,0,1735668000,18.7604,241.421,0.42534,1.76182,0
